Period,median,std,max,min,range
2023-01-01,-3.6433313356395622,4.438879862327304,11.128614786202492,-18.61389248990898,29.742507276111475
2023-02-01,-3.2094114442186052,3.4863493212110788,9.815896935528237,-15.806606721923844,25.62250365745208
2023-03-01,-3.1881454962068014,2.9849848145491347,9.515934211867625,-12.911223406478214,22.427157618345838
2023-04-01,11.298690384138771,3.3559255975823867,26.989916032552504,0.15032817176205068,26.839587860790452
2023-05-01,17.06450937983382,4.600912882765681,35.72469888068964,3.9989621253374437,31.725736755352195
2023-06-01,37.18298419023145,6.875489006773586,64.06190365514188,19.630641688038505,44.43126196710337
2023-07-01,28.319713840615485,6.026510589019487,49.706529943949405,11.422800142417076,38.28372980153233
2023-08-01,36.74600724539335,7.316764243398789,66.83772152147506,16.82466896601085,50.01305255546421
2023-09-01,42.77066904442669,7.784259236222385,73.47505120526424,22.456587888959398,51.01846331630484
2023-10-01,31.794335131061498,9.062764328035227,69.24141105106838,8.599046894132902,60.64236415693548
2023-11-01,32.73763951573591,7.814426876231491,62.45264009710384,11.687756075200657,50.76488402190318
2023-12-01,48.32556754873101,9.708787139603798,83.95861548115664,19.806657386969956,64.15195809418668
2024-01-01,42.199122406272814,8.16147131260329,75.47709622692757,17.719700051893334,57.75739617503424
2024-02-01,56.354998627340045,9.19592734510622,96.50137422040626,25.476037298838893,71.02533692156737
2024-03-01,51.7972801902191,7.787048014295472,85.81833805363802,24.246124148308173,61.57221390532983
2024-04-01,40.9669901266017,7.430741904084227,70.14981378741719,14.120257150296714,56.02955663712047
2024-05-01,40.94617986947519,5.88217944545424,64.54390384578254,20.303683005511434,44.2402208402711
2024-06-01,39.692115444032474,6.4116952340931235,64.77152217125315,17.020378685394505,47.75114348585864
2024-07-01,33.45504291631063,4.771816068275866,52.01650623143668,17.439293870851312,34.577212360585364
2024-08-01,37.054045969851465,4.9217356944208275,56.93325419393721,21.057821458188204,35.87543273574901
2024-09-01,46.98473373806248,6.001504280450743,71.47295816187756,29.930257657693172,41.54270050418438
2024-10-01,49.91559582848294,6.743321802751499,75.76290660407389,33.51803335895504,42.244873245118846
2024-11-01,46.369581308375416,6.0969012503258,68.66749431494003,30.34495800874888,38.322536306191154
2024-12-01,41.47200145861193,6.1899756089081635,62.74632638981893,24.13200519575677,38.614321194062164
2025-01-01,41.24800455880177,5.234939330929359,58.21668469999142,24.94591648168861,33.270768218302806
2025-02-01,30.730825372138494,3.1713635369751705,42.5123939027275,18.05311416377186,24.459279738955644
2025-03-01,16.345456559115853,2.3835717096564957,24.699892470675906,7.107786279254266,17.59210619142164
2025-04-01,22.597532789378505,3.6482655545636677,37.42277260970053,12.094149921843982,25.328622687856544
2025-05-01,23.877560711824046,4.329963711349149,38.1147457766846,12.418464124373891,25.69628165231071
2025-06-01,23.37842962038711,4.3738661928615485,38.11706296851941,9.120983740874532,28.996079227644884
2025-07-01,27.262452094756682,4.715252274838155,45.253164690229916,12.13409519023686,33.11906949999306
2025-08-01,25.840189885515198,4.24497497473676,40.37740362122164,11.219198541056015,29.158205080165622
2025-09-01,29.498035976457615,4.955176412320748,46.531696688626326,12.72003707221335,33.81165961641297
